Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
49.67141530112327,13.826430117118466,64.76885381006925,152.30298564080255,23.415337472333597,23.413695694918054,157.92128155073914,76.74347291529088,46.947438593495214,54.25600435859646,46.34176928124623,46.57297535702568,24.196227156603413,191.32802446577978,172.49178325130327,56.22875292409727,101.28311203344238,31.424733259527386,90.8024075521211,141.23037013352914,146.5648768921554,22.577630048653567,6.752820468792383,142.4748186213457,54.43827245251826,11.092258970986608,115.09935774223028,37.569801834567194,60.0638689918805,29.169374979327678,60.17066122293969,185.22781845089378,1.3497224737933922,105.77109289559003,82.2544912103189,122.08436499710223,20.88635950047554,195.96701238797755,132.81860488984304,19.686123586912352,73.84665799954104,17.136828118997048,11.564828238824052,30.11036955892888,147.85219903674275,71.98442083947086,46.063877095978754,105.71222262189157,34.36182895684614,176.3040155362734,32.4083969394795,38.508228041631654,67.69220003059587,61.16762888408679,103.09995224959509,93.12801191161985,83.92175232226386,30.921237585121457,33.1263431403564,97.55451271223592,47.91742378452899,18.565897666381712,110.63349740060282,119.62066240806708,81.25258223941981,135.6240028570823,7.201012158033385,100.35328978920242,36.16360250476342,64.51197546051243,36.139560550841395,153.80365664659692,3.5826039109951537,156.4643655814006,261.9745104089744,82.19025043752238,8.704706823817123,29.900735046586746,BENIGN
9.17607765355023,198.7568914600893,21.967188783751194,35.71125715117464,147.7894044741516,51.82702182736474,80.84936028931877,50.17570435845366,91.5402117702074,32.875110965968446,52.97602037670388,51.32674331133561,9.707754934804038,96.86449905328892,70.20530938773524,32.76621465977682,39.21081531321576,146.35149481321184,29.612027706457607,26.105527217988932,0.511345664246089,23.45871333751469,141.53707420504142,42.06453227653591,34.27145165267695,80.22772692216189,16.128571166600914,40.40508568145384,188.61859012105302,17.457781283183895,25.755039072276436,7.444591576616721,191.87712152990414,2.651387544921688,6.023020994102644,246.32421124852863,19.236096478112252,30.154734233361246,3.471176970524331,116.8678037619532,114.28228145150206,75.19330326867741,79.10319470430468,90.9387454794739,140.27943109360993,140.18510627922808,58.68570938002703,219.04556258099785,99.05363251306883,56.629772960277194,9.965136508764122,50.34756541161992,155.06634310661326,6.856297480602732,106.23037137261049,47.35924306351816,91.94242342338032,154.99344050175395,78.3253292336237,32.20615162056756,81.35172173696698,123.08643164339553,22.74599346041294,130.71427542824281,160.74832345612276,18.46338585323042,25.988279424842354,78.18228717773104,123.6950710878082,132.04566130842764,52.194156561689766,29.698467323318607,25.049285034587655,34.64482094969757,68.00247215784908,23.225369716100356,29.307247329868126,71.43514180263678,PortScan
186.57745111447565,47.38329209117875,119.13034972026486,65.65536086338297,97.46816702273215,78.7084603742452,115.85955790074041,82.06823183517105,96.33761292443218,41.27809269364983,82.206015999449,189.67929826539475,24.53881160028705,75.37361643574896,88.95144296255233,81.58102849654382,7.71017094141042,34.11519748166439,27.669079933001907,82.71832490360238,1.300189187790702,145.3534077157317,26.46568332379561,272.01691665896186,62.566734776500624,85.71575564162825,107.08924980611123,48.24724152431853,22.34627853258509,71.4000494092092,47.32376245735448,7.282891265687278,84.67937180684049,151.48472246858645,44.65149520670211,85.63987943234723,21.409374413020394,124.5738778711988,17.3180925851182,38.531737972883676,88.3857436201133,15.372510594552791,5.820871844599989,114.29702978306231,35.77873603482833,56.07845263682344,108.3051243175277,105.38020520349029,137.7669367957091,93.78250399151227,51.50352672086598,51.37859509122088,51.504768630604794,385.2731490654721,57.089051069316696,113.55656401805989,95.40017634932023,65.1391251305798,31.52692446403456,75.89692204932675,77.28252145375718,23.681860674000887,48.536354782910344,8.187413938632256,231.46585666735086,186.7265192591748,68.62601903745134,161.27158711896516,47.19318657894335,108.89505969673661,6.428001909546277,107.77447779293061,71.53037092599682,67.95977489346758,73.03666317171367,21.645858958197486,4.557183990381378,65.16003476058171,FTP-Patator
214.39440893253257,63.391902231801126,202.5142586657607,18.645431476942765,66.1786464768388,85.2433334796224,79.25207384327007,11.473644146689901,50.498727898045715,86.57551941701215,120.02964070557762,33.45012358409484,47.494531116095615,65.33292325737119,176.5454240281097,40.498171096095554,126.08839543350452,91.78619470547761,212.21561970126334,103.24652605511469,151.93699659540135,48.423407286625135,126.69111491866228,70.76694656187807,44.381942814622846,77.46340534293368,92.6930471578083,5.952535606180008,324.12673400690727,102.43876413342899,25.25681513931603,124.77831819648495,163.24113039316353,143.01413779606327,44.00444866969838,13.074057728609134,144.12732890661155,143.58621511794394,116.31637521549595,1.0233061019587049,98.15086510479509,46.210347426327075,19.905969557347003,60.021687715879466,6.9802084990018916,38.53135968617602,11.351734525124805,66.21306745210467,158.6016816145352,123.7815498826849,213.30333746562667,195.20877995225018,15.178509503558333,58.831720648457654,28.099186773503266,62.26995198205938,20.812225035727522,49.30009346588328,58.936475694421155,84.96020970210246,35.701548596504736,69.29095952606542,89.95998754332507,30.729952087660934,81.28621188389602,62.96288419236122,82.89950109220723,56.018104019696956,74.72936051232618,61.037026543346485,2.0901593964148133,11.732738330878199,127.7664895788425,59.157138883582995,54.709738117003795,20.219265243389405,21.76812032272203,109.877685198719,FTP-Patator
82.54163489880298,81.35096360006385,130.5478807154329,2.100384163275905,68.1952971294964,31.026675659345603,32.41663524884421,13.014305436768458,9.699596499271818,59.51570254369136,81.82206832334725,209.238727568546,100.6017381499702,121.41886127877322,115.81108735000679,79.16626939629359,62.41198170521551,62.83455092642799,1.2246772846914622,89.72543714858315,7.5804558193726335,67.71617115121117,97.51197334177512,14.705738150213865,82.54971967925115,32.13858416529934,41.293145427562436,56.372455280397475,82.22203955664314,24.36872114919123,24.496657110872277,50.69431753711298,47.103830561832275,23.20499373576363,144.80843414973242,140.74637743765553,71.8444221252436,21.344715171184724,31.090756559800457,147.5356216949552,85.76596232020194,15.993852996342712,1.901620790268883,100.25293646378088,1.851313599238993,28.86586389201383,32.27185603380895,82.72309435523229,51.93465142411723,153.27389130025776,10.87601484568576,40.171172209894145,69.01439917111125,40.12204718858363,22.409248181041676,1.259240078179486,9.767609854883172,77.30097838554664,2.451017425894271,49.79982912454498,145.11436077950418,95.92708260852069,215.31824575115564,76.73475628880495,87.23206367206782,18.334200573835176,218.98029332176722,80.82982853551515,83.9721842180776,59.939264544402214,212.38957243098068,52.575502168076106,75.9132661553698,15.039378647620763,34.17559757771594,187.61708392158863,95.04238381860503,57.69036556624031,BENIGN
89.8414671348358,49.191917150650575,132.0233207020642,183.14587658543536,117.9440120721287,46.91756521047048,171.31345290908774,135.3872374165413,11.453984525261788,123.78163119734617,159.4427658794367,59.937502295377286,0.5243699718183166,4.698059376474205,45.006547147924366,62.28499323474988,106.76204293825944,14.237948502129349,12.029563171189887,51.4438834058749,71.16148780888898,112.46420918378692,153.41141707356223,127.7676821898509,33.231401197959165,74.84865365565537,155.11519755225228,11.567463429285867,117.92971840638265,6.751848141010895,206.0747924881987,175.53408424432044,24.89641484790735,97.15709509543554,64.53759495851476,136.86315575323488,96.49234605801044,68.60514599984393,105.84244868495878,175.87394864231143,118.3258512665775,203.92321777601006,26.940683444455775,71.75422557959624,150.2357052096028,7.409478041977518,162.86155455712918,138.01014582148915,170.33824393551546,5.554769889661878,38.40654489393073,3.269474809409311,206.74421000398766,8.912003951278841,130.44695005048533,66.96725488300385,36.659824609684826,93.98797863273552,51.38669173366935,105.92135218889516,6.267909727317187,95.51423205012382,98.57260463355438,50.40465155178444,53.025761837244076,79.28728322623442,10.703035995455783,103.52423224193741,55.364930534718205,119.78778925888484,196.47251329163893,3.5263551971728613,69.97255079925856,21.3979910734222,11.232804969082983,22.096959953322298,61.41667000434252,75.75077100473051,BENIGN
53.05011476105275,57.581824064468,27.505169715164403,230.19211647355849,151.51910621985522,136.68742674445247,164.49677135012837,24.90360395563783,57.65569630557664,31.125015454353612,307.88808084552375,111.95749114345767,12.791759148076654,95.55404406004257,160.64463202575726,20.346363586722312,75.63507452843034,142.22537095976742,64.65728842425266,108.1548003614395,168.71416350725647,88.16397569494505,0.7972641316617372,147.99441388900257,7.73683076476183,86.12842013282636,152.31240772696572,53.891004368465865,103.72461543264563,19.033867808360817,87.56182533847571,138.2799730964336,92.61775475316414,190.94166404701303,139.85675738191412,56.29692366905709,65.0642569121827,48.7125383764696,59.23939242388692,86.3990769679816,4.852162794482699,83.09501164110378,27.045682577983882,5.023810944913695,23.894804686640974,90.75636620415979,57.67713305683328,75.5391225825756,50.09171876243808,97.75552447985511,9.933230542922587,75.1387123371789,166.94052811213717,54.336019237993504,66.26237589458466,57.05986685931593,76.32591565425169,180.4882100664519,162.75424378831627,4.808494666138199,25.972250172148186,90.43166251044086,63.85924587773739,166.152006226896,6.607979864731657,121.10161997624567,65.18361078021591,4.739867131641402,86.04133652839523,38.45555442298254,100.62928092144405,57.68918695231488,83.56921120651418,112.97068546576182,52.980417791528275,144.15686206579005,247.16445001272893,79.68952554704768,BENIGN
57.707212718054,20.304538604299267,37.114587337130885,60.39851867158206,8.658978747289991,15.567723539207948,116.77820616598073,25.44208433012131,33.76026620752022,41.18769661224674,48.76062240724936,43.25581878196209,39.44521423782968,42.098448082026295,28.97748568964129,207.54007986454388,87.11247034316924,32.60235321678412,120.12139221639448,40.80753730215514,203.8124535177854,100.80863109174041,187.07919210258558,35.151348404130864,1.84183791895517,167.64373122752826,32.69273737641626,21.910052880886425,82.94055811834892,221.1135309007885,23.561455810856593,77.08651938869669,147.85862457798416,114.37540432069291,33.84964074944141,41.52879139008013,63.27818661062848,227.0692857804396,18.186625505849516,24.82205863003361,45.93608995402441,84.98443694647918,83.03358165442457,85.60838259088672,7.156623721939247,47.765744676511666,47.89798257463919,33.36621052869483,103.75399442578993,51.0016398854747,26.987493529337126,97.87637157823073,44.42932600761116,37.73004930448522,75.69886166453519,92.21653241776254,86.96059201056602,135.5637858804951,41.34349032237009,187.6795812558066,77.3789199103573,124.4654703311417,177.87202489042787,149.6044311489183,65.43656563540577,5.5584670910455065,27.99686263198203,112.54890472983764,244.57519796168265,12.92211819752275,10.93947946048929,72.5766623898692,48.100923173671326,22.38840242791314,79.04744554453119,47.14683571359957,188.20244964750336,134.54200461549777,Bot
159.3186626639397,51.12156764311852,98.96048202585808,12.578692009964815,5.572491228869461,109.41915184709485,169.24646297148195,152.95503194606138,15.800789857898941,42.688106994742,101.21043752601675,165.48566718657693,82.31705839619146,7.331796718840389,128.9960899741054,129.5078772063616,33.57846992901282,166.9021525289393,25.95913513636048,150.3142953118106,24.57430640859443,27.27235697476705,269.68866429415715,5.429486651781221,23.093453020867795,69.62063648134183,184.8956094945345,112.65650295477573,26.888869055483056,110.65259087416703,257.33598032498605,5.921843401448826,1.3929291912946202,2.412508711000328,19.808476076785496,14.436041192394248,57.366200688023625,54.685894124039216,3.2753270215998387,54.342477113376496,71.28457826771644,10.643022769189683,25.497721742085528,150.39929885826885,265.0969808393012,109.15068519224617,124.6085192497629,207.33902324081495,34.268759408034875,37.14408659957915,140.75116947178213,77.78166875908752,111.05758454658287,175.22704434236226,93.56783931474611,127.15550949941587,72.16720640432351,112.90517712172291,52.45202662797737,48.93745612279181,122.21278088919453,71.2998430172388,24.032539815813504,37.48208075495975,71.09599682034914,44.42633114860398,36.096616581907995,115.9329803364248,108.10633275998973,61.59356069442637,59.31012579683838,30.95464393139903,32.6133022242118,125.1113576385303,92.4027019206901,18.490213644298905,52.27230205190395,104.90092258368892,Bot
70.43436905427592,140.84612963635595,155.66291735239037,60.60099513456396,128.0429352496283,175.47941819843646,208.1929407883722,169.64563682900382,21.10174672026184,9.671311187039239,54.49190868089497,39.91361143520709,3.7634702424848365,110.33018820165215,11.422764866203964,15.03017614618776,36.361221221385584,5.694562372106746,30.78017688920592,171.01683926566255,134.8185422105713,74.3264094022715,17.086543812794186,18.398333635267914,1.843393306539316,34.75817053616711,53.97596803093615,77.83047254023127,19.584525509768156,97.8372777615032,40.825275571447186,170.25836042378404,102.91556373256437,47.2597482413043,25.602973431387564,98.26909839455139,166.54744444625766,101.43700650181304,184.08742313316452,127.95769667357015,62.48185776956788,2.6091050210833786,51.7659020469123,72.57438131534656,18.676676447707834,75.53829323533225,61.151780299194826,140.66610968482223,92.32332461109043,135.16846056163337,97.58732529773327,105.36417966078395,94.9398888831943,263.2382064837391,49.33179008808892,18.48361236948739,85.83577801812136,70.03098794089914,57.56378262377739,12.200981464536143,256.0084538268795,9.605989972464988,114.92733262856758,70.31764251258875,3.4988490496961697,177.080063563551,62.69670577877674,181.24485579969289,70.77519354554754,56.24667758942677,63.240773905552096,97.25544496267298,62.18099622171964,157.02247198904564,72.71371758248686,24.751863555150475,7.443342910004628,62.0672097550678,BENIGN
